id,version,block,emotionapi,imgfilename,participant,imgfps,imgtimestamp,anger,joy,sorrow,surprise,unknown,detection
59626adbfbc5be35a4a08ca7,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1444.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99960660934448,true
59626adbfbc5be35a4a08ca8,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1951.jpg,1,3fps,imgtimestamp,0,99.99858140945435,0,0,0,true
59626adbfbc5be35a4a08ca9,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1886.jpg,1,3fps,imgtimestamp,0,99.99871253967285,0,0,0,true
59626adbfbc5be35a4a08caa,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1887.jpg,1,3fps,imgtimestamp,0,99.99712705612183,0,0,0,true
59626adcfbc5be35a4a08cab,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1888.jpg,1,3fps,imgtimestamp,0,99.953693151474,0,0,0,true
59626adcfbc5be35a4a08cac,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1743.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99351501464844,true
59625a668a0d1931c6f7612a,1,1,google-vision,./screenshots/1fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-834.jpg,1,1fps,imgtimestamp,0,0,0,0,0,false
59625a698a0d1931c6f76140,1,1,google-vision,./screenshots/1fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-752.jpg,1,1fps,imgtimestamp,0,0,0,0,0,false
59625a6e8a0d1931c6f7616b,1,1,google-vision,./screenshots/1fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-226.jpg,1,1fps,imgtimestamp,0,0,0,0,0,false
59625a738a0d1931c6f76191,1,1,google-vision,./screenshots/1fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-820.jpg,1,1fps,imgtimestamp,0,0,0,0,0,false
59626a74fbc5be35a4a089a0,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2501.jpg,1,3fps,imgtimestamp,0,0,0,0,0,false
59626a7efbc5be35a4a089e4,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2452.jpg,1,3fps,imgtimestamp,0,0,0,0,0,false
59626a8ffbc5be35a4a08a6a,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-620.jpg,1,3fps,imgtimestamp,0,0,0,0,0,false
59626aa1fbc5be35a4a08af2,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1166.jpg,1,3fps,imgtimestamp,0,99.98600482940674,0,0,0,true
59626aa1fbc5be35a4a08af3,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2478.jpg,1,3fps,imgtimestamp,0,97.45098352432251,0,0,0,true
59626aa1fbc5be35a4a08af4,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2694.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99836683273315,true
